test,stat,p,mean_diff,ci_lo,ci_hi,dz,dz_ci_lo,dz_ci_hi,n
t-test,-0.723752243331203,0.48432542954278535,-0.0773091763974946,-0.31241221277074943,0.15779385997576023,-0.20892927625693278,-0.7716937717609663,0.4456925626924447,12
