test,stat,p,mean_diff,ci_lo,ci_hi,dz,dz_ci_lo,dz_ci_hi,n
t-test,-0.6878042039081703,0.5058207158698482,-0.02874250328465482,-0.12071900304098206,0.06323399647167242,-0.1985519711380692,-0.7545645702333673,0.49934292566499394,12
