test,stat,p,mean_diff,ci_lo,ci_hi,dz,dz_ci_lo,dz_ci_hi,n
t-test,1.2326449331156075,0.24340374360125125,4.248148148148149,-3.337256846195836,11.833553142492136,0.35583394197476215,-0.22500647009269262,1.0753763181806568,12
